iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
2012 36 11 0 -999 -999 -999 -999 -999 1.31 96.75 -0.43 102.06 0.61 28.52 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 12 0 -999 -999 -999 -999 -999 1.64 96.71 -0.49 102.13 0.81 58.37 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 13 0 -999 -999 -999 -999 -999 1.95 93.01 -0.34 102.18 1.2 140.5 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 14 0 -999 -999 -999 -999 -999 1.89 84.57 0.64 102.19 1 102.11 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 15 0 -999 -999 -999 -999 -999 2.09 82.48 0.81 102.22 0.8 81.19 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 16 0 -999 -999 -999 -999 -999 2.25 84.45 0.47 102.26 0.6 30.81 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 17 0 -999 -999 -999 -999 -999 1.52 86.35 0.61 102.3 0.6 5.51 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 18 0 -999 -999 -999 -999 -999 1.96 87.71 0.73 102.33 0.4 0.08 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 19 0 -999 -999 -999 -999 -999 2.1 86.38 0.7 102.37 0.4 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 20 0 -999 -999 -999 -999 -999 1.96 87.61 0.4 102.41 0.4 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 21 0 -999 -999 -999 -999 -999 1.61 89.22 0.5 102.44 0.2 0.06 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 22 0 -999 -999 -999 -999 -999 0.88 88.18 0.93 102.45 0.2 0.03 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 36 23 0 -999 -999 -999 -999 -999 1.47 89 0.87 102.43 0.2 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 0 0 -999 -999 -999 -999 -999 1.58 89.28 1 102.43 0.2 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 1 0 -999 -999 -999 -999 -999 1.71 88.72 1.11 102.43 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 2 0 -999 -999 -999 -999 -999 1.77 88.55 1.3 102.42 0.2 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 3 0 -999 -999 -999 -999 -999 1.65 88.33 1.54 102.43 0 0.02 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 4 0 -999 -999 -999 -999 -999 1.33 87.79 1.65 102.45 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 5 0 -999 -999 -999 -999 -999 1.58 89.84 1.09 102.46 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 6 0 -999 -999 -999 -999 -999 1.17 91.99 0.58 102.48 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 7 0 -999 -999 -999 -999 -999 1.53 92.34 0.42 102.51 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 8 0 -999 -999 -999 -999 -999 1.96 93.01 0.21 102.53 0 2.51 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 9 0 -999 -999 -999 -999 -999 1.54 92.05 0.24 102.57 0 18.99 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 10 0 -999 -999 -999 -999 -999 1.01 88.63 1.1 102.62 0 70.15 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 11 0 -999 -999 -999 -999 -999 1.22 83.27 2.2 102.64 0 142.12 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 12 0 -999 -999 -999 -999 -999 1.36 80.93 2.55 102.62 0 139.15 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 13 0 -999 -999 -999 -999 -999 1.72 80.19 2.56 102.62 0 174.68 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 14 0 -999 -999 -999 -999 -999 1.48 76.41 3.1 102.61 0 107.31 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 15 0 -999 -999 -999 -999 -999 2.61 78.87 2.62 102.6 0 79.26 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 16 0 -999 -999 -999 -999 -999 2.21 81.51 2.08 102.62 0 86.99 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 17 0 -999 -999 -999 -999 -999 1.35 79.89 2.27 102.61 0 23.27 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 18 0 -999 -999 -999 -999 -999 1.86 78.93 2.52 102.66 0 0.07 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 19 0 -999 -999 -999 -999 -999 2.01 81.91 1.99 102.73 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 20 0 -999 -999 -999 -999 -999 2.49 86.5 0.71 102.77 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 21 0 -999 -999 -999 -999 -999 1.82 87.05 0.35 102.81 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 22 0 -999 -999 -999 -999 -999 1.21 86.39 0.62 102.84 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 37 23 0 -999 -999 -999 -999 -999 1.14 83.95 0.77 102.85 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 0 0 -999 -999 -999 -999 -999 1.15 85.12 0.66 102.9 0 0.02 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 1 0 -999 -999 -999 -999 -999 0.87 83.55 1.38 102.92 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 2 0 -999 -999 -999 -999 -999 1.24 85.06 1.06 102.93 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 3 0 -999 -999 -999 -999 -999 1.92 86.52 0.68 102.93 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 4 0 -999 -999 -999 -999 -999 1.98 89.5 0.19 102.94 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 5 0 -999 -999 -999 -999 -999 2.31 86.91 -0.19 102.97 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 6 0 -999 -999 -999 -999 -999 2.32 81.08 -0.08 103.02 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 7 0 -999 -999 -999 -999 -999 2.31 80.86 0.02 103.07 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 8 0 -999 -999 -999 -999 -999 2.64 81.94 0.01 103.14 0 2.65 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 9 0 -999 -999 -999 -999 -999 2.65 81.03 -0.09 103.2 0 32.04 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 10 0 -999 -999 -999 -999 -999 2.74 70.45 0.28 103.27 0 170.7 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 11 0 -999 -999 -999 -999 -999 2.85 62.82 0.52 103.34 0 279.85 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 12 0 -999 -999 -999 -999 -999 2.79 60.21 0.74 103.37 0 361.42 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 13 0 -999 -999 -999 -999 -999 2.44 57.63 1.41 103.38 0 378.52 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 14 0 -999 -999 -999 -999 -999 3.27 58.6 0.99 103.39 0 332.68 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 15 0 -999 -999 -999 -999 -999 3.6 61.13 0.28 103.4 0 171.43 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 16 0 -999 -999 -999 -999 -999 4.18 61.33 -0.32 103.41 0 143.97 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 17 0 -999 -999 -999 -999 -999 4.6 59.75 -1.14 103.45 0 24.12 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 18 0 -999 -999 -999 -999 -999 4.46 56.73 -1.91 103.52 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 19 0 -999 -999 -999 -999 -999 4.55 58.81 -2.73 103.57 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 20 0 -999 -999 -999 -999 -999 4.38 62.37 -3.45 103.58 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 21 0 -999 -999 -999 -999 -999 3.51 63.64 -3.64 103.58 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 22 0 -999 -999 -999 -999 -999 3.43 64.91 -3.66 103.54 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 38 23 0 -999 -999 -999 -999 -999 3.69 66.56 -3.49 103.51 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 0 0 -999 -999 -999 -999 -999 3.65 68.39 -3.17 103.49 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 1 0 -999 -999 -999 -999 -999 3.74 69.52 -3.08 103.49 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 2 0 -999 -999 -999 -999 -999 3.37 70.21 -2.83 103.47 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 3 0 -999 -999 -999 -999 -999 3.5 71.31 -2.63 103.42 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 4 0 -999 -999 -999 -999 -999 3.53 71.99 -2.51 103.38 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 5 0 -999 -999 -999 -999 -999 3.44 72.08 -2.31 103.36 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 6 0 -999 -999 -999 -999 -999 3.53 71.37 -1.88 103.37 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 7 0 -999 -999 -999 -999 -999 3.75 69.76 -1.39 103.35 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 8 0 -999 -999 -999 -999 -999 4.04 68.63 -1.07 103.37 0 1.14 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 9 0 -999 -999 -999 -999 -999 4.42 69.64 -1.04 103.39 0 11.05 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 10 0 -999 -999 -999 -999 -999 4.32 72.64 -1.09 103.39 0 25.62 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 11 0 -999 -999 -999 -999 -999 4.32 74.72 -1.16 103.39 0 38.64 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 12 0 -999 -999 -999 -999 -999 4.54 76.21 -1.16 103.37 0 44.22 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 13 0 -999 -999 -999 -999 -999 3.9 75.59 -0.92 103.34 0 47.24 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 14 0 -999 -999 -999 -999 -999 3.93 76.33 -0.9 103.32 0 52.05 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 15 0 -999 -999 -999 -999 -999 3.77 75.68 -0.75 103.3 0 49.31 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 16 0 -999 -999 -999 -999 -999 3.91 75.46 -0.69 103.28 0 30.08 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 17 0 -999 -999 -999 -999 -999 3.74 74.92 -0.61 103.28 0 6.19 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 18 0 -999 -999 -999 -999 -999 4.18 75.31 -0.76 103.3 0 0.07 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 19 0 -999 -999 -999 -999 -999 4.76 75.24 -0.92 103.32 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 20 0 -999 -999 -999 -999 -999 3.64 76.33 -1.07 103.35 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 21 0 -999 -999 -999 -999 -999 3.15 78.6 -1.35 103.32 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 22 0 -999 -999 -999 -999 -999 3.22 80.45 -1.65 103.33 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 39 23 0 -999 -999 -999 -999 -999 2.7 81.33 -1.7 103.33 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 0 0 -999 -999 -999 -999 -999 2.69 81.04 -1.53 103.34 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 1 0 -999 -999 -999 -999 -999 2.56 80.31 -1.4 103.34 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 2 0 -999 -999 -999 -999 -999 2.78 79.19 -1.37 103.32 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 3 0 -999 -999 -999 -999 -999 2.08 78.11 -1.34 103.29 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 4 0 -999 -999 -999 -999 -999 1.8 77.5 -1.38 103.26 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 5 0 -999 -999 -999 -999 -999 1.76 77.7 -1.62 103.24 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 6 0 -999 -999 -999 -999 -999 2.2 78.6 -2.01 103.24 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 7 0 -999 -999 -999 -999 -999 1.93 79.37 -2.23 103.23 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 8 0 -999 -999 -999 -999 -999 2 80.19 -2.33 103.24 0 3.7 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 9 0 -999 -999 -999 -999 -999 1.59 79.09 -2.11 103.25 0 24.33 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 10 0 -999 -999 -999 -999 -999 1.47 77.28 -1.93 103.25 0 75.25 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 11 0 -999 -999 -999 -999 -999 1.24 75.72 -1.42 103.25 0 100.99 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 12 0 -999 -999 -999 -999 -999 1.27 72.51 -0.69 103.24 0 180.82 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 13 0 -999 -999 -999 -999 -999 1.54 70.63 -0.22 103.19 0 187.12 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 14 0 -999 -999 -999 -999 -999 1.9 68.31 0.19 103.14 0 182.75 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 15 0 -999 -999 -999 -999 -999 1.73 65.02 0.65 103.11 0 120.67 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 16 0 -999 -999 -999 -999 -999 1.65 64.08 0.83 103.09 0 53.54 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 17 0 -999 -999 -999 -999 -999 1.01 63.28 1.44 103.08 0 18.03 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 18 0 -999 -999 -999 -999 -999 1.66 64.71 1.13 103.11 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 19 0 -999 -999 -999 -999 -999 2.88 70.11 0.38 103.11 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 20 0 -999 -999 -999 -999 -999 3.03 76.68 -0.29 103.12 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 21 0 -999 -999 -999 -999 -999 2.74 89.47 -1.47 103.12 0.2 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 22 0 -999 -999 -999 -999 -999 4 93.34 -1.41 103.12 0.4 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 40 23 0 -999 -999 -999 -999 -999 5.28 94.14 -1.06 103.14 0.4 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 0 0 -999 -999 -999 -999 -999 5.52 94.12 -1.24 103.14 0.4 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 1 0 -999 -999 -999 -999 -999 5.16 93.66 -1.55 103.16 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 2 0 -999 -999 -999 -999 -999 4.14 92.61 -1.86 103.16 0.2 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 3 0 -999 -999 -999 -999 -999 2.99 89.42 -1.7 103.13 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 4 0 -999 -999 -999 -999 -999 1.59 85.85 -1.58 103.1 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 5 0 -999 -999 -999 -999 -999 1.87 84.18 -1.45 103.08 0.2 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 6 0 -999 -999 -999 -999 -999 2.11 83.92 -1.28 103.08 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 7 0 -999 -999 -999 -999 -999 2.32 84.18 -1.23 103.09 0.2 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 8 0 -999 -999 -999 -999 -999 2.59 82.6 -1.06 103.12 0.2 3.58 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 9 0 -999 -999 -999 -999 -999 3.17 81.85 -0.89 103.14 0 34.17 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 10 0 -999 -999 -999 -999 -999 2.91 85.22 -1.19 103.16 0 82.72 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 11 0 -999 -999 -999 -999 -999 3.3 84.15 -1.27 103.18 0 104.66 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 12 0 -999 -999 -999 -999 -999 3.44 78.47 -1.24 103.17 0 165.15 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 13 0 -999 -999 -999 -999 -999 3.53 67.65 -0.9 103.14 0 168.47 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 14 0 -999 -999 -999 -999 -999 2.89 60.99 -0.14 103.13 0 300.77 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 15 0 -999 -999 -999 -999 -999 2.69 55.43 0.28 103.08 0 300.65 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 16 0 -999 -999 -999 -999 -999 2.46 56.2 -0.02 103.04 0 162.88 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 17 0 -999 -999 -999 -999 -999 3.24 59.04 -0.36 103.03 0 34.57 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 18 0 -999 -999 -999 -999 -999 3.42 62.05 -0.78 103.03 0 0.18 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 19 0 -999 -999 -999 -999 -999 2.71 62.65 -0.97 103.04 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 20 0 -999 -999 -999 -999 -999 2.27 62.68 -1.01 103.02 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 21 0 -999 -999 -999 -999 -999 2.58 63.44 -1.33 103.02 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 22 0 -999 -999 -999 -999 -999 2.79 66.28 -1.8 103.02 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 41 23 0 -999 -999 -999 -999 -999 2.66 68.76 -2.2 103 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 0 0 -999 -999 -999 -999 -999 2.47 72.05 -2.88 103 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 1 0 -999 -999 -999 -999 -999 1.81 73.6 -3.03 102.99 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 2 0 -999 -999 -999 -999 -999 1.33 73.85 -3.04 102.96 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 3 0 -999 -999 -999 -999 -999 1.49 75.92 -3.46 102.93 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 4 0 -999 -999 -999 -999 -999 1.3 76.99 -3.86 102.91 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 5 0 -999 -999 -999 -999 -999 1.8 79.46 -4.74 102.88 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 6 0 -999 -999 -999 -999 -999 2.16 82.21 -5.57 102.89 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 7 0 -999 -999 -999 -999 -999 2.05 83.48 -5.64 102.91 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 8 0 -999 -999 -999 -999 -999 2.15 83.73 -5.7 102.93 0 9.57 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 9 0 -999 -999 -999 -999 -999 1.38 81.36 -5.01 102.95 0 81.97 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 10 0 -999 -999 -999 -999 -999 1.57 77.75 -4.02 102.98 0 198.9 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 11 0 -999 -999 -999 -999 -999 1.99 72.6 -2.96 103 0 317.8 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 12 0 -999 -999 -999 -999 -999 1.89 66.78 -1.51 102.97 0 406.18 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 13 0 -999 -999 -999 -999 -999 2.16 63.68 -0.56 102.95 0 411.02 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 14 0 -999 -999 -999 -999 -999 1.35 58.93 0.48 102.93 0 370.6 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 15 0 -999 -999 -999 -999 -999 1.8 58.2 0.61 102.9 0 281.3 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 16 0 -999 -999 -999 -999 -999 2.14 57.94 0.6 102.89 0 163.32 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 17 0 -999 -999 -999 -999 -999 2.4 60.89 0.13 102.89 0 30.09 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 18 0 -999 -999 -999 -999 -999 2.33 64.07 -0.39 102.9 0 0.52 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 19 0 -999 -999 -999 -999 -999 2.69 67.65 -1.22 102.92 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 20 0 -999 -999 -999 -999 -999 2.01 69.31 -1.52 102.94 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 21 0 -999 -999 -999 -999 -999 1.61 69.67 -1.54 102.95 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 22 0 -999 -999 -999 -999 -999 1.71 69.46 -1.47 102.93 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 42 23 0 -999 -999 -999 -999 -999 1.54 70.45 -1.66 102.93 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 0 0 -999 -999 -999 -999 -999 1.39 71.28 -1.8 102.94 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 1 0 -999 -999 -999 -999 -999 1.18 72.89 -2.17 102.93 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 2 0 -999 -999 -999 -999 -999 1.5 74.75 -2.22 102.89 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 3 0 -999 -999 -999 -999 -999 1.69 75.84 -2.51 102.84 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 4 0 -999 -999 -999 -999 -999 1.89 73.1 -2.47 102.82 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 5 0 -999 -999 -999 -999 -999 2.1 74.64 -3.14 102.77 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 6 0 -999 -999 -999 -999 -999 1.82 75.92 -3.49 102.75 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 7 0 -999 -999 -999 -999 -999 1.53 74.76 -3.06 102.75 0 0.19 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 8 0 -999 -999 -999 -999 -999 1.73 77.12 -3.06 102.74 0 3.21 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 9 0 -999 -999 -999 -999 -999 1.7 79.5 -2.7 102.75 0 26.78 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 10 0 -999 -999 -999 -999 -999 1.8 81.16 -2.1 102.75 0 63.39 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 11 0 -999 -999 -999 -999 -999 1.23 77.68 -0.32 102.76 0 111.95 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 12 0 -999 -999 -999 -999 -999 1.55 77.5 0.91 102.75 0 118.32 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 13 0 -999 -999 -999 -999 -999 2.18 84.24 1.8 102.7 0 75.57 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 14 0 -999 -999 -999 -999 -999 2.89 87.43 2.37 102.67 0 66.27 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 15 0 -999 -999 -999 -999 -999 3.29 85.3 2.57 102.64 0 80.9 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 16 0 -999 -999 -999 -999 -999 3.41 83.38 2.75 102.65 0 48.29 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 17 0 -999 -999 -999 -999 -999 2.77 82.16 2.76 102.64 0 26.66 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 18 0 -999 -999 -999 -999 -999 2.37 81.72 2.59 102.64 0 0.57 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 19 0 -999 -999 -999 -999 -999 2.47 82.08 2.39 102.66 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 20 0 -999 -999 -999 -999 -999 2.73 81.94 2.4 102.67 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 21 0 -999 -999 -999 -999 -999 2 81.88 2.49 102.68 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 22 0 -999 -999 -999 -999 -999 2.45 82.29 2.23 102.67 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 43 23 0 -999 -999 -999 -999 -999 1.92 82.05 2.26 102.67 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 0 0 -999 -999 -999 -999 -999 1.91 81.5 2.24 102.68 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 1 0 -999 -999 -999 -999 -999 2.38 83.37 1.85 102.64 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 2 0 -999 -999 -999 -999 -999 2.43 85.44 1.4 102.59 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 3 0 -999 -999 -999 -999 -999 1.87 86.09 1.28 102.5 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 4 0 -999 -999 -999 -999 -999 2.04 86.74 1.12 102.44 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 5 0 -999 -999 -999 -999 -999 2.05 86.18 1.37 102.41 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 6 0 -999 -999 -999 -999 -999 2.37 87.99 1.38 102.39 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 7 0 -999 -999 -999 -999 -999 2.29 87.78 1.31 102.35 0 0 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 8 0 -999 -999 -999 -999 -999 2.43 88.11 1.14 102.31 0 6.52 -999 -999 -999 -999 -999 -999 -999 -999 -999
2012 44 9 0 -999 -999 -999 -999 -999 2.85 88.96 1.04 102.21 0 98.11 -999 -999 -999 -999 -999 -999 -999 -999 -999
