Electr;Gas
1.017502328;1.212115705
0.990435228;1.215492992
1.138573851;1.263178818
1.141200217;1.248237993
1.128221529;1.21468538
1.140906514;1.232746524
1.10541612;1.151508084
0.995284324;1.107199545
0.971988865;1.178232704
1.111027639;1.270777714
1.146709459;1.254038117
1.12651182;1.227276787
1.130540519;1.271071391
1.122401082;1.243282192
0.996605711;1.179444122
0.996433974;1.250477282
1.112417392;1.23729852
1.104509854;1.176727609
1.108234459;1.166669167
1.101535093;1.185170827
1.074840454;1.168137552
0.965392322;1.177975737
0.928418649;1.177792188
1.070011047;1.235169361
1.085153397;1.234325039
1.085851281;1.231168009
1.089991007;1.233040201
1.068294229;1.221219696
0.957499551;1.184913859
0.938980993;1.262518045
1.131211057;1.351759187
1.16492447;1.43171279
1.171725565;1.378263549
1.170403632;1.35656815
1.133593491;1.312296321
1.02285296;1.241666967
0.953118082;1.197285009
1.082117926;1.156610724
1.082734318;1.135392551
1.079076986;1.139063515
1.101474931;1.204149712
1.093889536;1.198276169
0.943062197;1.152535954
0.901125119;1.112926249
1.032210414;1.173423741
1.071961952;1.285351443
1.064498523;1.200699006
1.024293031;1.147396604
0.896938905;1.140862287
0.85189799;1.110429993
0.803317881;1.096260071
0.841376119;1.089064981
0.960907483;1.071113966
0.981973649;1.071113966
0.982657313;1.041158897
0.976301967;1.059513718
0.85899771;0.979449987
0.824175119;0.985874174
0.968654769;1.015792534
0.979563321;1.063772037
0.985618948;1.044132378
0.982325326;1.056099722
0.973672867;1.084109179
0.855689867;1.042553863
0.828784112;1.048574245
0.980040792;1.053676885
0.994660275;0.967519353
0.977224641;1.02640162
0.976646534;1.034294194
0.951616755;1.014617825
0.835018039;0.931397064
0.813262739;0.970382705
0.946662648;0.953349431
0.954432359;0.912418179
0.960357816;0.950045563
0.973536134;0.942850473
0.963374691;0.939876992
0.841530354;0.950889885
0.796430371;0.942299828
0.82897882;0.926367843
0.95872085;0.95650646
0.991735284;0.928607131
0.978100826;0.959443231
0.973751078;0.963921808
0.859641448;0.892411423
0.856866317;0.93591235
0.977090096;0.983010822
0.993773699;0.975742313
0.998284244;0.955552009
0.989158143;0.871670475
0.944191611;0.856032167
0.835058512;0.862089258
0.813247972;0.826811291
0.953839485;0.8135224
0.955636702;0.848286432
0.960454623;0.856839779
0.963108882;0.849020625
0.938558215;0.873909763
0.826174701;0.870826153
0.8116832;0.919870236
0.845874085;0.961388842
0.948704891;0.935802221
0.968199175;0.938408606
0.951313208;0.851920687
0.922402401;0.794947321
0.818117304;0.724868612
0.798031787;0.746160205
0.938506256;0.754970519
0.943732735;0.791202937
0.947881212;0.792230807
0.956580706;0.801848734
0.938337254;0.753612263
0.829897665;0.68081704
0.798566139;0.664224282
0.944195986;0.680670202
0.958945639;0.704935276
0.961685219;0.71892165
0.966985534;0.71484688
0.946920253;0.739699308
0.832153211;0.698841475
0.798577077;0.677513173
0.93518474;0.693518577
0.95151776;0.717086168
0.946865013;0.739552469
0.941862229;0.734596668
0.928340985;0.730375059
0.818401709;0.704971986
0.802541238;0.715470944
0.936267118;0.765689735
0.932316631;0.762606125
0.942743336;0.768626507
0.940976747;0.77244431
0.922213163;0.756438905
0.83815852;0.707945467
0.803076137;0.742856337
0.933879215;0.772077213
0.941006828;0.803831054
0.944779015;0.770535408
0.955937515;0.755447745
0.918763118;0.690912192
0.812386554;0.683166458
0.788617999;0.702145343
0.923820595;0.73026493
0.937793604;0.715581072
0.940505292;0.749941298
0.952882901;0.659965963
0.942534408;0.697813605
0.814927052;0.717636812
0.808697501;0.722115389
0.934222141;0.708973337
0.940919866;0.727878803
0.940597723;0.787605392
0.941866057;0.8443585
0.939227112;0.721821712
0.827372481;0.755447745
0.7905607;0.740984145
0.920965065;0.720757132
0.92058987;0.756402196
0.922608047;0.799425897
0.925986991;0.820570652
0.899797169;0.791680163
0.795588096;0.779896367
0.764567227;0.745903238
0.883498607;0.715544363
0.898364209;0.745169045
0.906512396;0.724134419
0.908725282;0.721931841
0.891910415;0.678247365
0.797564707;0.65203668
0.782140688;0.633755278
0.902421894;0.646566943
0.909115791;0.682505684
0.907024324;0.697446509
0.911364774;0.700603538
0.900674448;0.653505066
0.809754172;0.625789285
0.780270728;0.621934773
0.907564693;0.633791988
0.947205204;0.647704942
0.939010527;0.653505066
0.925451545;0.671419372
0.91865045;0.667307892
0.830688528;0.640289595
0.809422732;0.649246747
0.936291183;0.692527417
0.957747312;0.70967082
0.953541954;0.730742155
0.945703877;0.730118091
0.92566813;0.710808819
0.821808546;0.672704209
0.776419783;0.718995069
0.801064523;0.731109251
0.929269128;0.74876659
0.942177262;0.773839276
0.945177182;0.773729147
0.930115778;0.778134304
0.831157795;0.769250571
0.808507715;0.807281761
0.937950027;0.721674873
0.952998304;0.730118091
0.970158284;0.734266281
0.974617965;0.727842093
0.950715411;0.701154183
0.837829268;0.652146809
0.809806678;0.640546562
0.937583583;0.64175798
0.959062135;0.676301754
0.972265065;0.69318819
0.965047755;0.659929254
0.940444582;0.66334325
0.834724337;0.640473143
0.805422474;0.643630172
0.953614696;0.687571615
0.981822695;0.776262112
0.986985183;0.726520546
0.98239588;0.735073893
0.972057231;0.727915513
0.863200332;0.693004642
0.835627321;0.7312928
0.970681698;0.718591263
0.988800996;0.753024908
1.004429021;0.871964152
1.02919518;0.913042243
1.02448391;0.893292455
0.905104594;0.767121411
0.868193271;0.774903856
1.017205344;0.912388811
1.034991014;0.843356327
1.034545812;0.909690652
1.015299834;0.945640406
0.99800859;0.906775906
0.892084339;0.897117599
0.870583363;0.964351311
1.014034781;0.989354249
1.044670063;1.005528517
1.040019504;0.968734442
1.030557039;0.936730975
1.01935752;0.893064855
0.905705125;0.895836433
0.872347764;0.934242061
1.012660889;0.972555916
1.043948114;1.026254782
1.043125528;1.004203299
1.065957737;0.993454716
1.050148131;1.019771859
0.942667859;1.012661201
0.911038802;1.01132497
1.070048239;1.054422091
1.07729016;1.059363209
1.099962665;1.104802405
1.102729592;1.061367555
1.072957915;1.028325206
0.952829302;0.967423908
0.917745278;0.908420498
1.054641174;1.004078486
1.077622148;1.01791068
1.067974274;0.986949767
1.068447917;0.94348555
1.049498376;0.987291167
0.938867778;0.971138924
0.928594214;1.021317628
1.077793884;1.070356829
1.093592552;1.079897519
1.088059791;1.068704748
1.085810261;1.101616779
1.086515256;1.144941096
0.971433182;1.005492725
0.948447286;1.021208858
1.135187797;1.250296927
1.14720662;1.200904286
1.150430235;1.219114398
1.166128267;1.289262928
1.163067637;1.285916037
1.035549978;1.169338875
1.034222575;1.225061177
1.165856989;1.245899663
1.182997826;1.228736032
1.158719531;1.153651119
1.154789827;1.174405761
1.168039246;1.322846011
1.077770913;1.247532838
1.024761205;1.115962026
1.174915818;1.201219769
1.176223531;1.185524524
1.158209791;1.156602979
1.151111165;1.141209377
1.133942434;1.085031399
1.014198861;1.058457729
1.012868723;1.077708339
1.152131739;1.218181459
1.166845294;1.12478005
1.135972644;1.105883981
1.151815066;1.120297656
1.120563939;1.144660598
1.064238184;1.137306885
1.037160692;1.157760213
1.185724281;1.358726787
1.236168333;1.409989858
1.242566339;1.419952084
1.24545742;1.457927366
1.239518289;1.45204002
1.130188842;1.409987656
1.11659595;1.439810056
1.266869247;1.539063937
1.264288276;1.494620636
1.255633083;1.501420474
1.265655059;1.539019335
1.217450691;1.491104477
1.102580826;1.326362318
1.058372342;1.288238436
1.051961756;1.155941765
0.941808083;1.13573663
0.912145245;1.174384212
0.994434392;1.158475941
1.005915581;1.158992519
0.971136745;1.125862654
0.975071918;1.123900193
1.002586408;1.174151693
0.942515348;1.097280899
1.133871156;1.309574671
1.237227268;1.461329099
1.214487757;1.346215615
1.063433309;1.251089375
1.046604939;1.258738219
1.195052511;1.347154599
1.212715415;1.317166128
1.215860879;1.339742927
1.213373936;1.289970009
1.211259007;1.32146636
1.087494303;1.26651112
1.039119679;1.200510283
1.181809358;1.250311435
1.206746529;1.245231182
1.208672675;1.277804019
1.214227347;1.302427806
1.175611156;1.198526646
1.045462799;1.120680637
1.003222523;1.125776843
1.160454074;1.228400201
1.196166332;1.276788413
1.164138681;1.135820034
1.158941586;1.219324617
1.154246988;1.234582883
1.032495048;1.118452769
1.005560105;1.110341439
1.175917652;1.265299741
1.180278547;1.219761833
1.185473421;1.27808372
1.208226258;1.357605713
1.196800978;1.372535961
1.096141692;1.326807538
1.052513302;1.276703815
1.185275199;1.269397282
1.179753285;1.234101797
1.169817728;1.244729061
1.170489575;1.184729743
1.129640743;1.143291211
1.01611254;1.104914321
0.999171454;1.14826742
1.154129276;1.246332727
1.167133118;1.263927988
1.176640026;1.26062681
1.199103024;1.344111593
1.181986481;1.372000382
1.082966279;1.370244742
1.062572124;1.368344751
1.213570492;1.420595061
1.234863034;1.452331619
1.234909675;1.429509672
1.182069213;1.264363793
1.132352561;1.186909612
1.015018707;1.129785091
0.983425812;1.134315401
1.146229803;1.257227339
1.129327585;1.189942842
1.142898332;1.218916412
1.158716156;1.204760433
1.155694512;1.238019482
1.002503481;1.154605781
0.960655208;1.137809459
1.14603047;1.290964651
1.179350733;1.342966107
1.181396811;1.309359098
1.143830033;1.187754856
1.105886244;1.168662938
1.010182521;1.142289652
0.979009947;1.162599619
